"Load Name","PTID","Subzone","Zone"
"THORDNVT_VS_WEST3",935011,"NMPC WEST","WEST"
"TIDALVT_VL_CAPITAL",988989,"NMPC CAPITAL","CAPITL"
"TIDALVT_VL_CAPITAL2",966989,"NMPC CAPITAL","CAPITL"
"TIDALVT_VL_CAPITAL3",944989,"NMPC CAPITAL","CAPITL"
"TIDALVT_VL_CENTRAL",982989,"NMPC CENTRAL","CENTRL"
"TIDALVT_VL_CENTRAL2",960989,"NMPC CENTRAL","CENTRL"
"TIDALVT_VL_CENTRAL3",938989,"NMPC CENTRAL","CENTRL"
"TIDALVT_VL_GENESEE",980989,"NMPC GENESEE","GENESE"
"TIDALVT_VL_GENESEE2",958989,"NMPC GENESEE","GENESE"
"TIDALVT_VL_GENESEE3",936989,"NMPC GENESEE","GENESE"
"TIDALVT_VL_HUDSONVY",990989,"CENT HUD HUDSON VLY","HUD VL"
"TIDALVT_VL_HUDSONVY2",968989,"CENT HUD HUDSON VLY","HUD VL"
"TIDALVT_VL_HUDSONVY3",946989,"CENT HUD HUDSON VLY","HUD VL"
"TIDALVT_VL_MOHAWKVY",986989,"NMPC MOHAWK VLY","MHK VL"
"TIDALVT_VL_MOHAWKVY2",964989,"NMPC MOHAWK VLY","MHK VL"
"TIDALVT_VL_MOHAWKVY3",942989,"NMPC MOHAWK VLY","MHK VL"
"TIDALVT_VL_NORTH",984989,"NMPC NORTH","NORTH"
"TIDALVT_VL_NORTH2",962989,"NMPC NORTH","NORTH"
"TIDALVT_VL_NORTH3",940989,"NMPC NORTH","NORTH"
"TIDALVT_VL_WEST",978989,"NMPC WEST","WEST"
"TIDALVT_VL_WEST2",956989,"NMPC WEST","WEST"
"TIDALVT_VL_WEST3",934989,"NMPC WEST","WEST"
"TIDALVT_VS_CAPITAL",989989,"NMPC CAPITAL","CAPITL"
"TIDALVT_VS_CAPITAL2",967989,"NMPC CAPITAL","CAPITL"
"TIDALVT_VS_CAPITAL3",945989,"NMPC CAPITAL","CAPITL"
"TIDALVT_VS_CENTRAL",983989,"NMPC CENTRAL","CENTRL"
"TIDALVT_VS_CENTRAL2",961989,"NMPC CENTRAL","CENTRL"
"TIDALVT_VS_CENTRAL3",939989,"NMPC CENTRAL","CENTRL"
"TIDALVT_VS_GENESEE",981989,"NMPC GENESEE","GENESE"
"TIDALVT_VS_GENESEE2",959989,"NMPC GENESEE","GENESE"
"TIDALVT_VS_GENESEE3",937989,"NMPC GENESEE","GENESE"
"TIDALVT_VS_HUDSONVY",991989,"CENT HUD HUDSON VLY","HUD VL"
"TIDALVT_VS_HUDSONVY2",969989,"CENT HUD HUDSON VLY","HUD VL"
"TIDALVT_VS_HUDSONVY3",947989,"CENT HUD HUDSON VLY","HUD VL"
"TIDALVT_VS_MOHAWKVY",987989,"NMPC MOHAWK VLY","MHK VL"
"TIDALVT_VS_MOHAWKVY2",965989,"NMPC MOHAWK VLY","MHK VL"
"TIDALVT_VS_MOHAWKVY3",943989,"NMPC MOHAWK VLY","MHK VL"
"TIDALVT_VS_NORTH",985989,"NMPC NORTH","NORTH"
"TIDALVT_VS_NORTH2",963989,"NMPC NORTH","NORTH"
"TIDALVT_VS_NORTH3",941989,"NMPC NORTH","NORTH"
"TIDALVT_VS_WEST",979989,"NMPC WEST","WEST"
"TIDALVT_VS_WEST2",957989,"NMPC WEST","WEST"
"TIDALVT_VS_WEST3",935989,"NMPC WEST","WEST"
"TIMEWARN_CE_DUNWOODI",109633,"CON ED DUNWOODIE","DUNWOD"
"TIMEWARN_CE_MILLWOOD",108633,"CON ED MILLWOOD","MILLWD"
"TIMEWARN_CE_NY-CITY",110633,"CON ED NY CITY","N.Y.C."
"TLEFLPVT_VL_CAPITAL",988898,"NMPC CAPITAL","CAPITL"
"TLEFLPVT_VL_CAPITAL2",966898,"NMPC CAPITAL","CAPITL"
"TLEFLPVT_VL_CAPITAL3",944898,"NMPC CAPITAL","CAPITL"
"TLEFLPVT_VL_CENTRAL",982898,"NMPC CENTRAL","CENTRL"
"TLEFLPVT_VL_CENTRAL2",960898,"NMPC CENTRAL","CENTRL"
"TLEFLPVT_VL_CENTRAL3",938898,"NMPC CENTRAL","CENTRL"
"TLEFLPVT_VL_DUNWOODI",994898,"CON ED DUNWOODIE","DUNWOD"
"TLEFLPVT_VL_DUNWOODI2",972898,"CON ED DUNWOODIE","DUNWOD"
"TLEFLPVT_VL_DUNWOODI3",950898,"CON ED DUNWOODIE","DUNWOD"
"TLEFLPVT_VL_GENESEE",980898,"NMPC GENESEE","GENESE"
"TLEFLPVT_VL_GENESEE2",958898,"NMPC GENESEE","GENESE"
"TLEFLPVT_VL_GENESEE3",936898,"NMPC GENESEE","GENESE"
"TLEFLPVT_VL_HUDSONVY",990898,"CENT HUD HUDSON VLY","HUD VL"
"TLEFLPVT_VL_HUDSONVY2",968898,"CENT HUD HUDSON VLY","HUD VL"
"TLEFLPVT_VL_HUDSONVY3",946898,"CENT HUD HUDSON VLY","HUD VL"
"TLEFLPVT_VL_LONG-ISL",998898,"LIPA LONG ISLAND","LONGIL"
"TLEFLPVT_VL_LONG-ISL2",976898,"LIPA LONG ISLAND","LONGIL"
"TLEFLPVT_VL_LONG-ISL3",954898,"LIPA LONG ISLAND","LONGIL"
"TLEFLPVT_VL_MILLWOOD",992898,"CON ED MILLWOOD","MILLWD"
"TLEFLPVT_VL_MILLWOOD2",970898,"CON ED MILLWOOD","MILLWD"
"TLEFLPVT_VL_MILLWOOD3",948898,"CON ED MILLWOOD","MILLWD"
"TLEFLPVT_VL_MOHAWKVY",986898,"NMPC MOHAWK VLY","MHK VL"
"TLEFLPVT_VL_MOHAWKVY2",964898,"NMPC MOHAWK VLY","MHK VL"
"TLEFLPVT_VL_MOHAWKVY3",942898,"NMPC MOHAWK VLY","MHK VL"
"TLEFLPVT_VL_NORTH",984898,"NMPC NORTH","NORTH"
"TLEFLPVT_VL_NORTH2",962898,"NMPC NORTH","NORTH"
"TLEFLPVT_VL_NORTH3",940898,"NMPC NORTH","NORTH"
"TLEFLPVT_VL_NY-CITY",996898,"CON ED NY CITY","N.Y.C."
"TLEFLPVT_VL_NY-CITY2",974898,"CON ED NY CITY","N.Y.C."
"TLEFLPVT_VL_NY-CITY3",952898,"CON ED NY CITY","N.Y.C."
"TLEFLPVT_VL_WEST",978898,"NMPC WEST","WEST"
"TLEFLPVT_VL_WEST2",956898,"NMPC WEST","WEST"
"TLEFLPVT_VL_WEST3",934898,"NMPC WEST","WEST"
"TLEFLPVT_VS_CAPITAL",989898,"NMPC CAPITAL","CAPITL"
"TLEFLPVT_VS_CAPITAL2",967898,"NMPC CAPITAL","CAPITL"
"TLEFLPVT_VS_CAPITAL3",945898,"NMPC CAPITAL","CAPITL"
"TLEFLPVT_VS_CENTRAL",983898,"NMPC CENTRAL","CENTRL"
"TLEFLPVT_VS_CENTRAL2",961898,"NMPC CENTRAL","CENTRL"
"TLEFLPVT_VS_CENTRAL3",939898,"NMPC CENTRAL","CENTRL"
"TLEFLPVT_VS_DUNWOODI",995898,"CON ED DUNWOODIE","DUNWOD"
"TLEFLPVT_VS_DUNWOODI2",973898,"CON ED DUNWOODIE","DUNWOD"
"TLEFLPVT_VS_DUNWOODI3",951898,"CON ED DUNWOODIE","DUNWOD"
"TLEFLPVT_VS_GENESEE",981898,"NMPC GENESEE","GENESE"
"TLEFLPVT_VS_GENESEE2",959898,"NMPC GENESEE","GENESE"
"TLEFLPVT_VS_GENESEE3",937898,"NMPC GENESEE","GENESE"
"TLEFLPVT_VS_HUDSONVY",991898,"CENT HUD HUDSON VLY","HUD VL"
"TLEFLPVT_VS_HUDSONVY2",969898,"CENT HUD HUDSON VLY","HUD VL"
"TLEFLPVT_VS_HUDSONVY3",947898,"CENT HUD HUDSON VLY","HUD VL"
"TLEFLPVT_VS_LONG-ISL",999898,"LIPA LONG ISLAND","LONGIL"
"TLEFLPVT_VS_LONG-ISL2",977898,"LIPA LONG ISLAND","LONGIL"
"TLEFLPVT_VS_LONG-ISL3",955898,"LIPA LONG ISLAND","LONGIL"
"TLEFLPVT_VS_MILLWOOD",993898,"CON ED MILLWOOD","MILLWD"
"TLEFLPVT_VS_MILLWOOD2",971898,"CON ED MILLWOOD","MILLWD"
"TLEFLPVT_VS_MILLWOOD3",949898,"CON ED MILLWOOD","MILLWD"
"TLEFLPVT_VS_MOHAWKVY",987898,"NMPC MOHAWK VLY","MHK VL"
"TLEFLPVT_VS_MOHAWKVY2",965898,"NMPC MOHAWK VLY","MHK VL"
"TLEFLPVT_VS_MOHAWKVY3",943898,"NMPC MOHAWK VLY","MHK VL"
"TLEFLPVT_VS_NORTH",985898,"NMPC NORTH","NORTH"
"TLEFLPVT_VS_NORTH2",963898,"NMPC NORTH","NORTH"
"TLEFLPVT_VS_NORTH3",941898,"NMPC NORTH","NORTH"
"TLEFLPVT_VS_NY-CITY",997898,"CON ED NY CITY","N.Y.C."
"TLEFLPVT_VS_NY-CITY2",975898,"CON ED NY CITY","N.Y.C."
"TLEFLPVT_VS_NY-CITY3",953898,"CON ED NY CITY","N.Y.C."
"TLEFLPVT_VS_WEST",979898,"NMPC WEST","WEST"
"TLEFLPVT_VS_WEST2",957898,"NMPC WEST","WEST"
"TLEFLPVT_VS_WEST3",935898,"NMPC WEST","WEST"
"TNERGYVT_VL_CAPITAL",988016,"NMPC CAPITAL","CAPITL"
"TNERGYVT_VL_CAPITAL2",966016,"NMPC CAPITAL","CAPITL"
"TNERGYVT_VL_CAPITAL3",944016,"NMPC CAPITAL","CAPITL"
"TNERGYVT_VL_CENTRAL",982016,"NMPC CENTRAL","CENTRL"
"TNERGYVT_VL_CENTRAL2",960016,"NMPC CENTRAL","CENTRL"
"TNERGYVT_VL_CENTRAL3",938016,"NMPC CENTRAL","CENTRL"
"TNERGYVT_VL_DUNWOODI",994016,"CON ED DUNWOODIE","DUNWOD"
"TNERGYVT_VL_DUNWOODI2",972016,"CON ED DUNWOODIE","DUNWOD"
"TNERGYVT_VL_DUNWOODI3",950016,"CON ED DUNWOODIE","DUNWOD"
"TNERGYVT_VL_GENESEE",980016,"NMPC GENESEE","GENESE"
"TNERGYVT_VL_GENESEE2",958016,"NMPC GENESEE","GENESE"
"TNERGYVT_VL_GENESEE3",936016,"NMPC GENESEE","GENESE"
"TNERGYVT_VL_HUDSONVY",990016,"CON ED HUDSON VLY","HUD VL"
"TNERGYVT_VL_HUDSONVY2",968016,"O&R HUDSON VLY","HUD VL"
"TNERGYVT_VL_HUDSONVY3",946016,"O&R HUDSON VLY","HUD VL"
"TNERGYVT_VL_LONG-ISL",998016,"LIPA LONG ISLAND","LONGIL"
"TNERGYVT_VL_LONG-ISL2",976016,"LIPA LONG ISLAND","LONGIL"
"TNERGYVT_VL_LONG-ISL3",954016,"LIPA LONG ISLAND","LONGIL"
"TNERGYVT_VL_MILLWOOD",992016,"CON ED MILLWOOD","MILLWD"
"TNERGYVT_VL_MILLWOOD2",970016,"CON ED MILLWOOD","MILLWD"
"TNERGYVT_VL_MILLWOOD3",948016,"CON ED MILLWOOD","MILLWD"
"TNERGYVT_VL_MOHAWKVY",986016,"NMPC MOHAWK VLY","MHK VL"
"TNERGYVT_VL_MOHAWKVY2",964016,"NMPC MOHAWK VLY","MHK VL"
"TNERGYVT_VL_MOHAWKVY3",942016,"NMPC MOHAWK VLY","MHK VL"
"TNERGYVT_VL_NORTH",984016,"NMPC NORTH","NORTH"
"TNERGYVT_VL_NORTH2",962016,"NMPC NORTH","NORTH"
"TNERGYVT_VL_NORTH3",940016,"NMPC NORTH","NORTH"
"TNERGYVT_VL_NY-CITY",996016,"CON ED NY CITY","N.Y.C."
"TNERGYVT_VL_NY-CITY2",974016,"CON ED NY CITY","N.Y.C."
"TNERGYVT_VL_NY-CITY3",952016,"CON ED NY CITY","N.Y.C."
"TNERGYVT_VL_WEST",978016,"NMPC WEST","WEST"
"TNERGYVT_VL_WEST2",956016,"NMPC WEST","WEST"
"TNERGYVT_VL_WEST3",934016,"NMPC WEST","WEST"
"TNERGYVT_VS_CAPITAL",989016,"NMPC CAPITAL","CAPITL"
"TNERGYVT_VS_CAPITAL2",967016,"NMPC CAPITAL","CAPITL"
"TNERGYVT_VS_CAPITAL3",945016,"NMPC CAPITAL","CAPITL"
"TNERGYVT_VS_CENTRAL",983016,"NMPC CENTRAL","CENTRL"
"TNERGYVT_VS_CENTRAL2",961016,"NMPC CENTRAL","CENTRL"
"TNERGYVT_VS_CENTRAL3",939016,"NMPC CENTRAL","CENTRL"
"TNERGYVT_VS_DUNWOODI",995016,"CON ED DUNWOODIE","DUNWOD"
"TNERGYVT_VS_DUNWOODI2",973016,"CON ED DUNWOODIE","DUNWOD"
"TNERGYVT_VS_DUNWOODI3",951016,"CON ED DUNWOODIE","DUNWOD"
"TNERGYVT_VS_GENESEE",981016,"NMPC GENESEE","GENESE"
"TNERGYVT_VS_GENESEE2",959016,"NMPC GENESEE","GENESE"
"TNERGYVT_VS_GENESEE3",937016,"NMPC GENESEE","GENESE"
"TNERGYVT_VS_HUDSONVY",991016,"CON ED HUDSON VLY","HUD VL"
"TNERGYVT_VS_HUDSONVY2",969016,"O&R HUDSON VLY","HUD VL"
"TNERGYVT_VS_HUDSONVY3",947016,"O&R HUDSON VLY","HUD VL"
"TNERGYVT_VS_LONG-ISL",999016,"LIPA LONG ISLAND","LONGIL"
"TNERGYVT_VS_LONG-ISL2",977016,"LIPA LONG ISLAND","LONGIL"
"TNERGYVT_VS_LONG-ISL3",955016,"LIPA LONG ISLAND","LONGIL"
"TNERGYVT_VS_MILLWOOD",993016,"CON ED MILLWOOD","MILLWD"
"TNERGYVT_VS_MILLWOOD2",971016,"CON ED MILLWOOD","MILLWD"
"TNERGYVT_VS_MILLWOOD3",949016,"CON ED MILLWOOD","MILLWD"
"TNERGYVT_VS_MOHAWKVY",987016,"NMPC MOHAWK VLY","MHK VL"
"TNERGYVT_VS_MOHAWKVY2",965016,"NMPC MOHAWK VLY","MHK VL"
"TNERGYVT_VS_MOHAWKVY3",943016,"NMPC MOHAWK VLY","MHK VL"
"TNERGYVT_VS_NORTH",985016,"NMPC NORTH","NORTH"
"TNERGYVT_VS_NORTH2",963016,"NMPC NORTH","NORTH"
"TNERGYVT_VS_NORTH3",941016,"NMPC NORTH","NORTH"
"TNERGYVT_VS_NY-CITY",997016,"CON ED NY CITY","N.Y.C."
"TNERGYVT_VS_NY-CITY2",975016,"CON ED NY CITY","N.Y.C."
"TNERGYVT_VS_NY-CITY3",953016,"CON ED NY CITY","N.Y.C."
"TNERGYVT_VS_WEST",979016,"NMPC WEST","WEST"
"TNERGYVT_VS_WEST2",957016,"NMPC WEST","WEST"
"TNERGYVT_VS_WEST3",935016,"NMPC WEST","WEST"
"TONAWAND_NM_WEST",301428,"NMPC WEST","WEST"
"TOPS-MARKETS_NM_CAPITAL",306215,"NMPC CAPITAL","CAPITL"
"TOPS-MARKETS_NM_CENTRAL",303215,"NMPC CENTRAL","CENTRL"
"TOPS-MARKETS_NM_GENESEE",302215,"NMPC GENESEE","GENESE"
"TOPS-MARKETS_NM_MOHAWKVY",305215,"NMPC MOHAWK VLY","MHK VL"
"TOPS-MARKETS_NM_NORTH",304215,"NMPC NORTH","NORTH"
"TOPS-MARKETS_NM_WEST",301215,"NMPC WEST","WEST"
"TOPS-MARKETS_NY_CAPITAL",406215,"NYSEG CAPITAL","CAPITL"
"TOPS-MARKETS_NY_CENTRAL",403215,"NYSEG CENTRAL","CENTRL"
"TOPS-MARKETS_NY_HUDSONVY",407215,"NYSEG HUDSON VLY","HUD VL"
"TOPS-MARKETS_NY_MILLWOOD",408215,"NYSEG MILLWOOD","MILLWD"
"TOPS-MARKETS_NY_MOHAWKVY",405215,"NYSEG MOHAWK VLY","MHK VL"
"TOPS-MARKETS_NY_NORTH",404215,"NYSEG NORTH","NORTH"
"TOPS-MARKETS_NY_WEST",401215,"NYSEG WEST","WEST"
"TOPS-MARKETS_PCLB_CENTRL01",903215,"NMPC CENTRAL","CENTRL"
"TOPS-MARKETS_PCLB_GENESE01",902215,"RG&E GENESEE","GENESE"
"TOPS-MARKETS_PCLB_WEST01",901215,"NMPC WEST","WEST"
"TOPS-MARKETS_RG_GENESEE",802215,"RG&E GENESEE","GENESE"
"TOROFIVT_VL_WEST",978994,"NMPC WEST","WEST"
"TOROFIVT_VS_WEST",979994,"NMPC WEST","WEST"
"TRAILSVT_VL_CAPITAL",988879,"NMPC CAPITAL","CAPITL"
"TRAILSVT_VL_CENTRAL",982879,"NMPC CENTRAL","CENTRL"
"TRAILSVT_VL_DUNWOODI",994879,"CON ED DUNWOODIE","DUNWOD"
"TRAILSVT_VL_GENESEE",980879,"NMPC GENESEE","GENESE"
"TRAILSVT_VL_HUDSONVY",990879,"CENT HUD HUDSON VLY","HUD VL"
"TRAILSVT_VL_LONG-ISL",998879,"LIPA LONG ISLAND","LONGIL"
"TRAILSVT_VL_MILLWOOD",992879,"CON ED MILLWOOD","MILLWD"
"TRAILSVT_VL_MOHAWKVY",986879,"CENT HUD MOHAWK VLY","MHK VL"
"TRAILSVT_VL_NORTH",984879,"NMPC NORTH","NORTH"
"TRAILSVT_VL_NY-CITY",996879,"CON ED NY CITY","N.Y.C."
"TRAILSVT_VL_WEST",978879,"NMPC WEST","WEST"
"TRAILSVT_VS_CAPITAL",989879,"NMPC CAPITAL","CAPITL"
"TRAILSVT_VS_CENTRAL",983879,"NMPC CENTRAL","CENTRL"
"TRAILSVT_VS_DUNWOODI",995879,"CON ED DUNWOODIE","DUNWOD"
"TRAILSVT_VS_GENESEE",981879,"NMPC GENESEE","GENESE"
"TRAILSVT_VS_HUDSONVY",991879,"CENT HUD HUDSON VLY","HUD VL"
"TRAILSVT_VS_LONG-ISL",999879,"LIPA LONG ISLAND","LONGIL"
"TRAILSVT_VS_MILLWOOD",993879,"CON ED MILLWOOD","MILLWD"
"TRAILSVT_VS_MOHAWKVY",987879,"CENT HUD MOHAWK VLY","MHK VL"
"TRAILSVT_VS_NORTH",985879,"NMPC NORTH","NORTH"
"TRAILSVT_VS_NY-CITY",997879,"CON ED NY CITY","N.Y.C."
"TRAILSVT_VS_WEST",979879,"NMPC WEST","WEST"
"TRANSCSP_SP_FORTORN2",316465,"NMPC CAPITAL","CAPITL"
"TRANSCSP_SP_FORTORNG",306465,"NMPC CAPITAL","CAPITL"
"TRAVOLVT_VL_NORTH",984760,"NYSEG NORTH","NORTH"
"TRAVOLVT_VL_WEST",978760,"NYSEG WEST","WEST"
"TRAVOLVT_VS_NORTH",985760,"NYSEG NORTH","NORTH"
"TRAVOLVT_VS_WEST",979760,"NYSEG WEST","WEST"
"TRDMARK_CE_DUNWOODI",109795,"CON ED DUNWOODIE","DUNWOD"
"TRDMARK_CE_MILLWOOD",108795,"CON ED MILLWOOD","MILLWD"
"TRDMARK_CE_NY-CITY",110795,"CON ED NY CITY","N.Y.C."
"TRDMARK_CH_HUDSONVY",507795,"CENT HUD HUDSON VLY","HUD VL"
"TRDMARK_CH_MOHAWKVY",505795,"CENT HUD MOHAWK VLY","MHK VL"
"TRDMARK_NY_CAPITAL",406795,"NYSEG CAPITAL","CAPITL"
"TRDMARK_NY_CENTRAL",403795,"NYSEG CENTRAL","CENTRL"
"TRDMARK_NY_HUDSONVY",407795,"NYSEG HUDSON VLY","HUD VL"
"TRDMARK_NY_MILLWOOD",408795,"NYSEG MILLWOOD","MILLWD"
"TRDMARK_NY_MOHAWKVY",405795,"NYSEG MOHAWK VLY","MHK VL"
"TRDMARK_NY_NORTH",404795,"NYSEG NORTH","NORTH"
"TRDMARK_NY_WEST",401795,"NYSEG WEST","WEST"
"TRDMARK_OR_HUDSONVY",607795,"O&R HUDSON VLY","HUD VL"
"TRIDENT_CE_DUNWOODI",109936,"CON ED DUNWOODIE","DUNWOD"
"TRIDENT_CE_MILLWOOD",108936,"CON ED MILLWOOD","MILLWD"
"TRIDENT_CE_NY-CITY",110936,"CON ED NY CITY","N.Y.C."
"TRNALTVT_VL_CAPITAL",988335,"NYSEG CAPITAL","CAPITL"
"TRNALTVT_VL_CAPITAL2",966335,"NMPC CAPITAL","CAPITL"
"TRNALTVT_VL_CAPITAL3",944335,"NMPC CAPITAL","CAPITL"
"TRNALTVT_VL_CENTRAL",982335,"NYSEG CENTRAL","CENTRL"
"TRNALTVT_VL_CENTRAL2",960335,"NMPC CENTRAL","CENTRL"
"TRNALTVT_VL_CENTRAL3",938335,"NMPC CENTRAL","CENTRL"
"TRNALTVT_VL_DUNWOODI",994335,"CON ED DUNWOODIE","DUNWOD"
"TRNALTVT_VL_DUNWOODI2",972335,"CON ED DUNWOODIE","DUNWOD"
"TRNALTVT_VL_DUNWOODI3",950335,"CON ED DUNWOODIE","DUNWOD"
"TRNALTVT_VL_GENESEE",980335,"NMPC GENESEE","GENESE"
"TRNALTVT_VL_GENESEE2",958335,"NMPC GENESEE","GENESE"
"TRNALTVT_VL_GENESEE3",936335,"NMPC GENESEE","GENESE"
"TRNALTVT_VL_HUDSONVY",990335,"NYSEG HUDSON VLY","HUD VL"
"TRNALTVT_VL_HUDSONVY2",968335,"O&R HUDSON VLY","HUD VL"
"TRNALTVT_VL_HUDSONVY3",946335,"O&R HUDSON VLY","HUD VL"
"TRNALTVT_VL_LONG-ISL",998335,"LIPA LONG ISLAND","LONGIL"
"TRNALTVT_VL_LONG-ISL2",976335,"LIPA LONG ISLAND","LONGIL"
"TRNALTVT_VL_LONG-ISL3",954335,"LIPA LONG ISLAND","LONGIL"
"TRNALTVT_VL_MILLWOOD",992335,"NYSEG MILLWOOD","MILLWD"
"TRNALTVT_VL_MILLWOOD2",970335,"CON ED MILLWOOD","MILLWD"
"TRNALTVT_VL_MILLWOOD3",948335,"CON ED MILLWOOD","MILLWD"
"TRNALTVT_VL_MOHAWKVY",986335,"NYSEG MOHAWK VLY","MHK VL"
"TRNALTVT_VL_MOHAWKVY2",964335,"NMPC MOHAWK VLY","MHK VL"
"TRNALTVT_VL_MOHAWKVY3",942335,"NMPC MOHAWK VLY","MHK VL"
"TRNALTVT_VL_NORTH",984335,"NMPC NORTH","NORTH"
"TRNALTVT_VL_NORTH2",962335,"NMPC NORTH","NORTH"
"TRNALTVT_VL_NORTH3",940335,"NMPC NORTH","NORTH"
"TRNALTVT_VL_NY-CITY",996335,"CON ED NY CITY","N.Y.C."
"TRNALTVT_VL_NY-CITY2",974335,"CON ED NY CITY","N.Y.C."
"TRNALTVT_VL_NY-CITY3",952335,"CON ED NY CITY","N.Y.C."
"TRNALTVT_VL_WEST",978335,"NYSEG WEST","WEST"
"TRNALTVT_VL_WEST2",956335,"NMPC WEST","WEST"
"TRNALTVT_VL_WEST3",934335,"NMPC WEST","WEST"
"TRNALTVT_VS_CAPITAL",989335,"NYSEG CAPITAL","CAPITL"
"TRNALTVT_VS_CAPITAL2",967335,"NMPC CAPITAL","CAPITL"
"TRNALTVT_VS_CAPITAL3",945335,"NMPC CAPITAL","CAPITL"
"TRNALTVT_VS_CENTRAL",983335,"NYSEG CENTRAL","CENTRL"
"TRNALTVT_VS_CENTRAL2",961335,"NMPC CENTRAL","CENTRL"
"TRNALTVT_VS_CENTRAL3",939335,"NMPC CENTRAL","CENTRL"
"TRNALTVT_VS_DUNWOODI",995335,"CON ED DUNWOODIE","DUNWOD"
"TRNALTVT_VS_DUNWOODI2",973335,"CON ED DUNWOODIE","DUNWOD"
"TRNALTVT_VS_DUNWOODI3",951335,"CON ED DUNWOODIE","DUNWOD"
"TRNALTVT_VS_GENESEE",981335,"NMPC GENESEE","GENESE"
"TRNALTVT_VS_GENESEE2",959335,"NMPC GENESEE","GENESE"
"TRNALTVT_VS_GENESEE3",937335,"NMPC GENESEE","GENESE"
"TRNALTVT_VS_HUDSONVY",991335,"NYSEG HUDSON VLY","HUD VL"
"TRNALTVT_VS_HUDSONVY2",969335,"O&R HUDSON VLY","HUD VL"
"TRNALTVT_VS_HUDSONVY3",947335,"O&R HUDSON VLY","HUD VL"
"TRNALTVT_VS_LONG-ISL",999335,"LIPA LONG ISLAND","LONGIL"
"TRNALTVT_VS_LONG-ISL2",977335,"LIPA LONG ISLAND","LONGIL"
"TRNALTVT_VS_LONG-ISL3",955335,"LIPA LONG ISLAND","LONGIL"
"TRNALTVT_VS_MILLWOOD",993335,"NYSEG MILLWOOD","MILLWD"
"TRNALTVT_VS_MILLWOOD2",971335,"CON ED MILLWOOD","MILLWD"
"TRNALTVT_VS_MILLWOOD3",949335,"CON ED MILLWOOD","MILLWD"
"TRNALTVT_VS_MOHAWKVY",987335,"NYSEG MOHAWK VLY","MHK VL"
"TRNALTVT_VS_MOHAWKVY2",965335,"NMPC MOHAWK VLY","MHK VL"
"TRNALTVT_VS_MOHAWKVY3",943335,"NMPC MOHAWK VLY","MHK VL"
"TRNALTVT_VS_NORTH",985335,"NMPC NORTH","NORTH"
"TRNALTVT_VS_NORTH2",963335,"NMPC NORTH","NORTH"
"TRNALTVT_VS_NORTH3",941335,"NMPC NORTH","NORTH"
"TRNALTVT_VS_NY-CITY",997335,"CON ED NY CITY","N.Y.C."
"TRNALTVT_VS_NY-CITY2",975335,"CON ED NY CITY","N.Y.C."
"TRNALTVT_VS_NY-CITY3",953335,"CON ED NY CITY","N.Y.C."
"TRNALTVT_VS_WEST",979335,"NYSEG WEST","WEST"
"TRNALTVT_VS_WEST2",957335,"NMPC WEST","WEST"
"TRNALTVT_VS_WEST3",935335,"NMPC WEST","WEST"
"TRUELTVT_VL_CAPITAL",988834,"NMPC CAPITAL","CAPITL"
"TRUELTVT_VL_CENTRAL",982834,"NMPC CENTRAL","CENTRL"
"TRUELTVT_VL_DUNWOODI",994834,"CON ED DUNWOODIE","DUNWOD"
"TRUELTVT_VL_GENESEE",980834,"NMPC GENESEE","GENESE"
"TRUELTVT_VL_HUDSONVY",990834,"CENT HUD HUDSON VLY","HUD VL"
"TRUELTVT_VL_LONG-ISL",998834,"LIPA LONG ISLAND","LONGIL"
"TRUELTVT_VL_MILLWOOD",992834,"CON ED MILLWOOD","MILLWD"
"TRUELTVT_VL_MOHAWKVY",986834,"CENT HUD MOHAWK VLY","MHK VL"
"TRUELTVT_VL_NORTH",984834,"NMPC NORTH","NORTH"
"TRUELTVT_VL_NY-CITY",996834,"CON ED NY CITY","N.Y.C."
"TRUELTVT_VL_WEST",978834,"NMPC WEST","WEST"
"TRUELTVT_VS_CAPITAL",989834,"NMPC CAPITAL","CAPITL"
"TRUELTVT_VS_CENTRAL",983834,"NMPC CENTRAL","CENTRL"
"TRUELTVT_VS_DUNWOODI",995834,"CON ED DUNWOODIE","DUNWOD"
"TRUELTVT_VS_GENESEE",981834,"NMPC GENESEE","GENESE"
"TRUELTVT_VS_HUDSONVY",991834,"CENT HUD HUDSON VLY","HUD VL"
"TRUELTVT_VS_LONG-ISL",999834,"LIPA LONG ISLAND","LONGIL"
"TRUELTVT_VS_MILLWOOD",993834,"CON ED MILLWOOD","MILLWD"
"TRUELTVT_VS_MOHAWKVY",987834,"CENT HUD MOHAWK VLY","MHK VL"
"TRUELTVT_VS_NORTH",985834,"NMPC NORTH","NORTH"
"TRUELTVT_VS_NY-CITY",997834,"CON ED NY CITY","N.Y.C."
"TRUELTVT_VS_WEST",979834,"NMPC WEST","WEST"
"TWINCPVT_VL_CAPITAL",988525,"NMPC CAPITAL","CAPITL"
"TWINCPVT_VL_CENTRAL",982525,"NMPC CENTRAL","CENTRL"
"TWINCPVT_VL_DUNWOODI",994525,"CON ED DUNWOODIE","DUNWOD"
"TWINCPVT_VL_GENESEE",980525,"NMPC GENESEE","GENESE"
"TWINCPVT_VL_HUDSONVY",990525,"CENT HUD HUDSON VLY","HUD VL"
